,userStage,correctStage,timeSpent,totalClicks,pid,block,sound,isCorrect
29432,3,2,0.28,0,3592518,1,1,0.0
29433,2,2,0.58,0,3592518,1,1,1.0
29434,3,3,0.4,0,3592518,1,1,1.0
29435,3,0,0.34,0,3592518,1,1,0.0
29436,3,0,1.28,0,3592518,1,1,0.0
29437,2,2,0.53,0,3592518,1,1,1.0
29438,3,5,0.42,0,3592518,1,1,0.0
29439,2,2,0.42,0,3592518,1,1,1.0
29440,2,2,0.26,0,3592518,1,1,1.0
29441,2,3,0.2,0,3592518,1,1,0.0
29442,2,2,2.15,0,3592518,2,0,1.0
29443,3,0,0.48,0,3592518,2,0,0.0
29444,3,0,1.23,0,3592518,2,0,0.0
29445,2,5,0.54,0,3592518,2,0,0.0
29446,2,1,2.43,0,3592518,2,0,0.0
29447,3,2,0.83,0,3592518,2,0,0.0
29448,3,3,1.92,0,3592518,2,0,1.0
29449,1,2,2.58,0,3592518,2,0,0.0
29450,2,3,3.66,0,3592518,2,0,0.0
29451,3,2,0.31,0,3592518,2,0,0.0
29452,1,3,0.64,0,3592518,2,0,0.0
29453,1,0,0.17,0,3592518,2,0,0.0
29454,5,3,0.86,0,3592518,2,0,0.0
29455,0,5,1.12,0,3592518,2,0,0.0
29456,3,0,0.37,0,3592518,2,0,0.0
29457,2,5,0.08,0,3592518,2,0,0.0
29458,2,2,0.97,0,3592518,2,0,1.0
29459,2,0,0.13,0,3592518,2,0,0.0
29460,2,2,0.61,0,3592518,2,0,1.0
29461,2,2,0.43,0,3592518,2,0,1.0
29462,2,3,0.29,0,3592518,2,0,0.0
29463,2,0,0.38,0,3592518,2,0,0.0
29464,5,5,0.95,0,3592518,2,0,1.0
29465,5,3,0.51,0,3592518,2,0,0.0
29466,3,2,0.93,0,3592518,2,0,0.0
29467,2,3,0.26,0,3592518,2,0,0.0
29468,2,0,0.25,0,3592518,2,0,0.0
29469,0,5,0.42,0,3592518,2,0,0.0
29470,3,5,0.22,0,3592518,2,0,0.0
29471,2,5,0.32,0,3592518,2,0,0.0
29519,2,2,4.0,0,5652642,1,0,1.0
29520,3,3,1.46,0,5652642,1,0,1.0
29521,5,2,2.26,0,5652642,1,0,0.0
29522,3,5,0.81,0,5652642,1,0,0.0
29523,2,2,0.28,0,5652642,1,0,1.0
29524,1,5,0.99,0,5652642,1,0,0.0
29525,2,5,0.27,0,5652642,1,0,0.0
29526,5,3,0.32,0,5652642,1,0,0.0
29527,3,3,0.58,0,5652642,1,0,1.0
29528,5,2,1.76,0,5652642,1,0,0.0
29529,2,3,0.78,0,5652642,1,0,0.0
29530,2,2,0.66,0,5652642,1,0,1.0
29531,3,0,0.9,0,5652642,1,0,0.0
29532,5,2,1.66,0,5652642,1,0,0.0
29533,2,2,0.92,0,5652642,1,0,1.0
29534,2,2,0.48,0,5652642,1,0,1.0
29535,2,0,0.52,0,5652642,1,0,0.0
29536,0,5,0.23,0,5652642,1,0,0.0
29537,5,0,0.7,0,5652642,1,0,0.0
29538,3,2,0.46,0,5652642,1,0,0.0
29539,2,1,0.27,0,5652642,1,0,0.0
29540,5,1,0.79,0,5652642,1,0,0.0
29541,0,3,0.3,0,5652642,1,0,0.0
29542,2,0,0.21,0,5652642,1,0,0.0
29543,3,2,0.36,0,5652642,1,0,0.0
29544,3,2,0.52,0,5652642,1,0,0.0
29545,2,3,0.25,0,5652642,1,0,0.0
29546,5,0,0.21,0,5652642,1,0,0.0
29547,0,5,0.56,0,5652642,1,0,0.0
29548,3,0,0.16,0,5652642,1,0,0.0
29549,2,2,1.48,0,5652642,2,1,1.0
29550,2,2,1.69,0,5652642,2,1,1.0
29551,3,2,2.17,0,5652642,2,1,0.0
29552,0,2,3.16,0,5652642,2,1,0.0
29553,2,3,0.64,0,5652642,2,1,0.0
29554,5,3,0.37,0,5652642,2,1,0.0
29555,2,0,0.62,0,5652642,2,1,0.0
29556,2,2,0.32,0,5652642,2,1,1.0
29557,0,1,2.23,0,5652642,2,1,0.0
29558,3,5,1.06,0,5652642,2,1,0.0
29559,0,0,0.84,0,5652642,2,1,1.0
29560,3,5,3.03,0,5652642,2,1,0.0
29561,2,5,0.23,0,5652642,2,1,0.0
29562,5,0,0.41,0,5652642,2,1,0.0
29563,2,3,0.23,0,5652642,2,1,0.0
29564,0,5,1.13,0,5652642,2,1,0.0
29565,3,5,0.3,0,5652642,2,1,0.0
29566,2,5,0.26,0,5652642,2,1,0.0
29567,3,3,0.24,0,5652642,2,1,1.0
29568,2,2,0.61,0,5652642,2,1,1.0
29569,3,3,0.35,0,5652642,2,1,1.0
29570,2,0,0.38,0,5652642,2,1,0.0
29571,5,0,0.22,0,5652642,2,1,0.0
29572,5,5,0.35,0,5652642,2,1,1.0
29573,2,2,3.3,0,5652642,2,1,1.0
29574,3,3,0.82,0,5652642,2,1,1.0
29575,1,2,0.65,0,5652642,2,1,0.0
29576,5,0,0.68,0,5652642,2,1,0.0
29577,0,3,0.55,0,5652642,2,1,0.0
29578,5,0,0.32,0,5652642,2,1,0.0
29634,3,2,3.36,0,7433581,1,0,0.0
29635,2,5,0.38,0,7433581,1,0,0.0
29636,5,0,0.26,0,7433581,1,0,0.0
29637,3,0,2.3,0,7433581,1,0,0.0
29638,2,5,2.68,0,7433581,1,0,0.0
29639,3,2,0.38,0,7433581,1,0,0.0
29640,1,0,0.67,0,7433581,1,0,0.0
29641,3,2,2.17,0,7433581,1,0,0.0
29642,2,5,0.42,0,7433581,1,0,0.0
29643,2,5,0.67,0,7433581,1,0,0.0
29644,2,2,0.19,0,7433581,1,0,1.0
29645,2,2,0.84,0,7433581,1,0,1.0
29646,5,0,1.68,0,7433581,1,0,0.0
29647,0,2,1.49,0,7433581,1,0,0.0
29648,2,0,0.72,0,7433581,1,0,0.0
29649,3,3,0.39,0,7433581,1,0,1.0
29650,3,2,1.43,0,7433581,1,0,0.0
29651,2,1,0.61,0,7433581,1,0,0.0
29652,5,2,0.48,0,7433581,1,0,0.0
29653,2,2,0.42,0,7433581,1,0,1.0
29654,0,1,1.61,0,7433581,1,0,0.0
29655,2,3,0.48,0,7433581,1,0,0.0
29656,3,3,0.48,0,7433581,1,0,1.0
29657,3,3,0.7,0,7433581,1,0,1.0
29658,3,0,0.38,0,7433581,1,0,0.0
29659,2,3,0.42,0,7433581,1,0,0.0
29660,3,3,0.31,0,7433581,1,0,1.0
29661,2,2,0.72,0,7433581,1,0,1.0
29662,3,5,0.43,0,7433581,1,0,0.0
29663,3,2,2.89,0,7433581,1,0,0.0
29664,3,5,1.32,0,7433581,2,1,0.0
29665,2,2,3.19,0,7433581,2,1,1.0
29666,5,3,2.44,0,7433581,2,1,0.0
29667,0,1,0.78,0,7433581,2,1,0.0
29668,3,3,0.9,0,7433581,2,1,1.0
29669,2,5,0.47,0,7433581,2,1,0.0
29670,3,0,0.28,0,7433581,2,1,0.0
29671,3,2,0.29,0,7433581,2,1,0.0
29672,5,0,3.18,0,7433581,2,1,0.0
29673,0,0,0.26,0,7433581,2,1,1.0
29674,2,5,2.07,0,7433581,2,1,0.0
29675,3,3,5.21,0,7433581,2,1,1.0
29676,3,2,2.4,0,7433581,2,1,0.0
29677,2,2,0.45,0,7433581,2,1,1.0
29678,2,0,0.55,0,7433581,2,1,0.0
29679,0,2,0.42,0,7433581,2,1,0.0
29680,2,3,1.18,0,7433581,2,1,0.0
29681,3,5,0.8,0,7433581,2,1,0.0
29682,2,3,0.46,0,7433581,2,1,0.0
29683,3,0,1.37,0,7433581,2,1,0.0
29684,5,5,0.5,0,7433581,2,1,1.0
29685,0,0,0.96,0,7433581,2,1,1.0
29686,3,2,1.22,0,7433581,2,1,0.0
29687,2,2,0.53,0,7433581,2,1,1.0
29688,2,5,0.7,0,7433581,2,1,0.0
29689,3,5,0.39,0,7433581,2,1,0.0
29690,0,3,1.53,0,7433581,2,1,0.0
29691,5,3,0.56,0,7433581,2,1,0.0
29692,1,0,2.35,0,7433581,2,1,0.0
29693,3,2,0.71,0,7433581,2,1,0.0
29777,2,2,4.02,0,3051554,1,1,1.0
29778,5,2,1.82,0,3051554,1,1,0.0
29779,0,0,1.03,0,3051554,1,1,1.0
29780,3,3,1.62,0,3051554,1,1,1.0
29781,0,2,3.23,0,3051554,1,1,0.0
29782,2,2,2.94,0,3051554,1,1,1.0
29783,3,3,1.23,0,3051554,1,1,1.0
29784,3,3,2.3,0,3051554,1,1,1.0
29785,0,0,1.24,0,3051554,1,1,1.0
29786,0,0,1.36,0,3051554,1,1,1.0
29787,3,3,2.61,0,3051554,1,1,1.0
29788,5,5,2.08,0,3051554,1,1,1.0
29789,5,0,0.95,0,3051554,1,1,0.0
29790,5,2,5.19,0,3051554,1,1,0.0
29791,5,5,0.7,0,3051554,1,1,1.0
29792,2,2,3.55,0,3051554,1,1,1.0
29793,3,3,1.01,0,3051554,1,1,1.0
29794,2,2,2.24,0,3051554,1,1,1.0
29795,0,0,2.73,0,3051554,1,1,1.0
29796,2,2,2.87,0,3051554,1,1,1.0
29797,2,2,2.38,0,3051554,1,1,1.0
29798,2,1,1.35,0,3051554,1,1,0.0
29799,3,3,1.17,0,3051554,1,1,1.0
29800,5,5,1.9,0,3051554,1,1,1.0
29801,3,2,1.37,0,3051554,1,1,0.0
29802,5,5,1.65,0,3051554,1,1,1.0
29803,0,0,1.59,0,3051554,1,1,1.0
29804,3,2,3.27,0,3051554,1,1,0.0
29805,5,1,2.45,0,3051554,1,1,0.0
29806,2,5,2.82,0,3051554,1,1,0.0
29807,2,2,2.22,0,3051554,2,0,1.0
29808,3,2,1.74,0,3051554,2,0,0.0
29809,3,3,1.6,0,3051554,2,0,1.0
29810,3,3,1.8,0,3051554,2,0,1.0
29811,5,5,2.79,0,3051554,2,0,1.0
29812,3,3,1.21,0,3051554,2,0,1.0
29813,2,5,3.8,0,3051554,2,0,0.0
29814,1,0,2.14,0,3051554,2,0,0.0
29815,5,5,4.66,0,3051554,2,0,1.0
29816,0,0,1.61,0,3051554,2,0,1.0
29817,5,5,2.37,0,3051554,2,0,1.0
29818,3,3,1.4,0,3051554,2,0,1.0
29819,0,0,1.65,0,3051554,2,0,1.0
29820,3,3,1.17,0,3051554,2,0,1.0
29821,2,2,2.3,0,3051554,2,0,1.0
29822,0,0,2.58,0,3051554,2,0,1.0
29823,5,5,4.58,0,3051554,2,0,1.0
29824,3,2,4.39,0,3051554,2,0,0.0
29825,3,2,1.2,0,3051554,2,0,0.0
29826,0,0,2.55,0,3051554,2,0,1.0
29827,3,3,1.4,0,3051554,2,0,1.0
29828,5,1,3.93,0,3051554,2,0,0.0
29829,2,0,1.26,0,3051554,2,0,0.0
29830,2,3,3.36,0,3051554,2,0,0.0
29831,2,2,1.0,0,3051554,2,0,1.0
29832,1,5,1.38,0,3051554,2,0,0.0
29833,0,0,1.67,0,3051554,2,0,1.0
29834,2,5,1.25,0,3051554,2,0,0.0
29835,0,2,7.43,0,3051554,2,0,0.0
29836,2,2,8.27,0,3051554,2,0,1.0
29981,0,2,4.04,0,8100829,1,0,0.0
29982,5,2,5.18,0,8100829,1,0,0.0
29983,0,0,1.3,0,8100829,1,0,1.0
29984,0,3,2.27,0,8100829,1,0,0.0
29985,3,3,1.22,0,8100829,1,0,1.0
29986,3,2,4.69,0,8100829,1,0,0.0
29987,0,0,1.4,0,8100829,1,0,1.0
29988,5,5,4.14,0,8100829,1,0,1.0
29989,5,1,4.61,0,8100829,1,0,0.0
29990,5,5,1.12,0,8100829,1,0,1.0
29991,2,2,1.32,0,8100829,1,0,1.0
29992,1,5,2.85,0,8100829,1,0,0.0
29993,0,0,1.53,0,8100829,1,0,1.0
29994,2,2,8.64,0,8100829,1,0,1.0
29995,0,5,3.52,0,8100829,1,0,0.0
29996,3,3,2.4,0,8100829,1,0,1.0
29997,3,2,1.56,0,8100829,1,0,0.0
29998,5,2,2.79,0,8100829,1,0,0.0
29999,3,3,1.16,0,8100829,1,0,1.0
30000,1,2,3.49,0,8100829,1,0,0.0
30001,3,2,1.45,0,8100829,1,0,0.0
30002,3,3,1.48,0,8100829,1,0,1.0
30003,2,2,2.41,0,8100829,1,0,1.0
30004,3,5,1.65,0,8100829,1,0,0.0
30005,5,1,3.26,0,8100829,1,0,0.0
30006,0,0,2.02,0,8100829,1,0,1.0
30007,5,2,4.3,0,8100829,1,0,0.0
30008,0,0,1.07,0,8100829,1,0,1.0
30009,3,3,1.14,0,8100829,1,0,1.0
30010,0,0,3.23,0,8100829,1,0,1.0
30011,2,2,2.75,0,8100829,2,1,1.0
30012,5,2,2.34,0,8100829,2,1,0.0
30013,3,2,2.29,0,8100829,2,1,0.0
30014,2,2,1.73,0,8100829,2,1,1.0
30015,0,0,31.76,0,8100829,2,1,1.0
30016,2,5,2.12,0,8100829,2,1,0.0
30017,3,3,1.59,0,8100829,2,1,1.0
30018,3,3,1.07,0,8100829,2,1,1.0
30019,1,5,3.14,0,8100829,2,1,0.0
30020,0,0,4.61,0,8100829,2,1,1.0
30021,2,2,1.73,0,8100829,2,1,1.0
30022,3,3,1.15,0,8100829,2,1,1.0
30023,2,3,5.43,0,8100829,2,1,0.0
30024,0,0,1.11,0,8100829,2,1,1.0
30025,5,5,2.22,0,8100829,2,1,1.0
30026,0,0,1.22,0,8100829,2,1,1.0
30027,2,5,3.9,0,8100829,2,1,0.0
30028,2,2,1.17,0,8100829,2,1,1.0
30029,3,3,1.87,0,8100829,2,1,1.0
30030,2,3,3.35,0,8100829,2,1,0.0
30031,2,5,2.4,0,8100829,2,1,0.0
30032,3,3,1.19,0,8100829,2,1,1.0
30033,2,5,1.95,0,8100829,2,1,0.0
30034,1,1,3.59,0,8100829,2,1,1.0
30035,2,2,3.53,0,8100829,2,1,1.0
30036,5,0,2.88,0,8100829,2,1,0.0
30037,2,2,2.25,0,8100829,2,1,1.0
30038,1,0,4.05,0,8100829,2,1,0.0
30039,0,0,1.25,0,8100829,2,1,1.0
30040,5,5,2.06,0,8100829,2,1,1.0
30078,2,2,2.28,0,7559498,1,1,1.0
30079,1,2,2.73,0,7559498,1,1,0.0
30080,2,2,1.98,0,7559498,1,1,1.0
30081,3,5,2.9,0,7559498,1,1,0.0
30082,2,2,1.48,0,7559498,1,1,1.0
30083,2,5,1.93,0,7559498,1,1,0.0
30084,5,5,1.99,0,7559498,1,1,1.0
30085,2,0,3.68,0,7559498,1,1,0.0
30086,3,3,1.04,0,7559498,1,1,1.0
30087,2,2,6.67,0,7559498,1,1,1.0
30088,2,2,2.18,0,7559498,1,1,1.0
30089,1,5,3.45,0,7559498,1,1,0.0
30090,3,3,1.03,0,7559498,1,1,1.0
30091,2,1,3.38,0,7559498,1,1,0.0
30092,2,2,1.16,0,7559498,1,1,1.0
30093,5,2,6.81,0,7559498,1,1,0.0
30094,0,0,1.42,0,7559498,1,1,1.0
30095,3,3,4.05,0,7559498,1,1,1.0
30096,5,5,2.58,0,7559498,1,1,1.0
30097,3,3,1.57,0,7559498,1,1,1.0
30098,0,0,1.55,0,7559498,1,1,1.0
30099,2,2,6.06,0,7559498,1,1,1.0
30100,0,0,1.32,0,7559498,1,1,1.0
30101,2,2,2.72,0,7559498,1,1,1.0
30102,5,2,4.62,0,7559498,1,1,0.0
30103,3,3,1.01,0,7559498,1,1,1.0
30104,3,3,1.35,0,7559498,1,1,1.0
30105,0,0,1.2,0,7559498,1,1,1.0
30106,1,1,7.3,0,7559498,1,1,1.0
30107,0,0,1.89,0,7559498,1,1,1.0
30108,2,2,1.88,0,7559498,2,0,1.0
30109,3,3,1.92,0,7559498,2,0,1.0
30110,1,0,2.46,0,7559498,2,0,0.0
30111,3,3,1.21,0,7559498,2,0,1.0
30112,5,5,3.31,0,7559498,2,0,1.0
30113,5,5,1.76,0,7559498,2,0,1.0
30114,1,0,3.19,0,7559498,2,0,0.0
30115,2,3,1.16,0,7559498,2,0,0.0
30116,2,5,0.96,0,7559498,2,0,0.0
30117,3,2,0.95,0,7559498,2,0,0.0
30118,2,2,1.39,0,7559498,2,0,1.0
30119,1,5,2.67,0,7559498,2,0,0.0
30120,0,2,1.88,0,7559498,2,0,0.0
30121,2,3,1.87,0,7559498,2,0,0.0
30122,1,1,0.75,0,7559498,2,0,1.0
30123,1,0,2.7,0,7559498,2,0,0.0
30124,3,3,1.53,0,7559498,2,0,1.0
30125,2,2,2.8,0,7559498,2,0,1.0
30126,0,0,1.68,0,7559498,2,0,1.0
30127,5,3,4.15,0,7559498,2,0,0.0
30128,0,0,1.34,0,7559498,2,0,1.0
30129,5,5,3.82,0,7559498,2,0,1.0
30130,5,5,2.07,0,7559498,2,0,1.0
30131,2,2,4.39,0,7559498,2,0,1.0
30132,0,0,1.32,0,7559498,2,0,1.0
30133,0,0,10.83,0,7559498,2,0,1.0
30134,5,2,9.3,0,7559498,2,0,0.0
30135,3,2,4.32,0,7559498,2,0,0.0
30136,3,3,0.97,0,7559498,2,0,1.0
30137,5,5,3.04,0,7559498,2,0,1.0
30196,2,2,4.66,0,1244051,1,1,1.0
30197,5,5,2.71,0,1244051,1,1,1.0
30199,2,1,4.54,0,1244051,1,1,0.0
30201,1,2,1.52,0,1244051,1,1,0.0
30202,3,3,3.1,0,1244051,1,1,1.0
30204,0,0,1.11,0,1244051,1,1,1.0
30205,2,2,5.5,0,1244051,1,1,1.0
30208,5,2,4.51,0,1244051,1,1,0.0
30209,2,5,2.7,0,1244051,1,1,0.0
30210,3,3,1.92,0,1244051,1,1,1.0
30211,0,0,3.9,0,1244051,1,1,1.0
30212,5,5,5.82,0,1244051,1,1,1.0
30213,0,0,1.22,0,1244051,1,1,1.0
30214,2,2,4.95,0,1244051,1,1,1.0
30215,5,2,6.07,0,1244051,1,1,0.0
30216,5,2,1.05,0,1244051,1,1,0.0
30218,3,3,1.16,0,1244051,1,1,1.0
30219,3,3,1.44,0,1244051,1,1,1.0
30222,5,5,4.8,0,1244051,1,1,1.0
30224,2,2,2.73,0,1244051,1,1,1.0
30225,2,2,3.16,0,1244051,1,1,1.0
30227,5,1,1.88,0,1244051,1,1,0.0
30228,1,2,1.16,0,1244051,1,1,0.0
30230,0,0,1.99,0,1244051,1,1,1.0
30231,3,3,1.53,0,1244051,1,1,1.0
30233,2,0,4.37,0,1244051,1,1,0.0
30234,0,0,1.52,0,1244051,1,1,1.0
30236,2,5,1.71,0,1244051,1,1,0.0
30237,5,2,2.46,0,1244051,1,1,0.0
30239,3,3,1.05,0,1244051,1,1,1.0
30258,3,2,2.58,0,8672700,1,0,0.0
30259,2,2,1.7,0,8672700,1,0,1.0
30260,3,2,1.19,0,8672700,1,0,0.0
30261,2,2,0.82,0,8672700,1,0,1.0
30262,2,1,0.83,0,8672700,1,0,0.0
30263,1,0,0.77,0,8672700,1,0,0.0
30264,0,3,0.94,0,8672700,1,0,0.0
30265,5,3,1.16,0,8672700,1,0,0.0
30266,3,5,0.88,0,8672700,1,0,0.0
30267,5,0,0.73,0,8672700,1,0,0.0
30268,0,3,0.71,0,8672700,1,0,0.0
30269,2,0,5.86,0,8672700,1,0,0.0
30270,3,3,1.5,0,8672700,1,0,1.0
30271,3,2,0.6,0,8672700,1,0,0.0
30272,3,3,1.23,0,8672700,1,0,1.0
30273,2,2,0.59,0,8672700,1,0,1.0
30274,1,3,0.93,0,8672700,1,0,0.0
30275,5,2,0.72,0,8672700,1,0,0.0
30276,5,2,0.69,0,8672700,1,0,0.0
30277,0,2,0.69,0,8672700,1,0,0.0
30278,5,2,0.4,0,8672700,1,0,0.0
30279,2,5,0.88,0,8672700,1,0,0.0
30280,5,2,0.77,0,8672700,1,0,0.0
30281,0,5,1.22,0,8672700,1,0,0.0
30282,5,5,0.39,0,8672700,1,0,1.0
30283,0,5,0.45,0,8672700,1,0,0.0
30284,3,1,0.38,0,8672700,1,0,0.0
30285,2,0,0.94,0,8672700,1,0,0.0
30286,2,0,0.46,0,8672700,1,0,0.0
30287,3,0,0.42,0,8672700,1,0,0.0
30288,2,2,1.44,0,8672700,2,1,1.0
30289,2,5,0.47,0,8672700,2,1,0.0
30290,5,5,0.17,0,8672700,2,1,1.0
30291,5,2,0.35,0,8672700,2,1,0.0
30292,2,5,0.73,0,8672700,2,1,0.0
30293,3,3,0.59,0,8672700,2,1,1.0
30294,1,2,0.47,0,8672700,2,1,0.0
30295,2,3,0.44,0,8672700,2,1,0.0
30296,5,3,0.35,0,8672700,2,1,0.0
30297,2,2,0.42,0,8672700,2,1,1.0
30298,5,2,0.41,0,8672700,2,1,0.0
30299,0,3,1.25,0,8672700,2,1,0.0
30300,3,0,0.74,0,8672700,2,1,0.0
30301,3,1,0.28,0,8672700,2,1,0.0
30302,2,3,2.75,0,8672700,2,1,0.0
30303,3,2,0.64,0,8672700,2,1,0.0
30304,5,0,1.69,0,8672700,2,1,0.0
30305,0,0,0.63,0,8672700,2,1,1.0
30306,0,3,0.63,0,8672700,2,1,0.0
30307,5,5,1.69,0,8672700,2,1,1.0
30308,5,0,2.24,0,8672700,2,1,0.0
30309,3,5,1.45,0,8672700,2,1,0.0
30310,2,5,4.91,0,8672700,2,1,0.0
30311,3,0,2.64,0,8672700,2,1,0.0
30312,2,5,4.64,0,8672700,2,1,0.0
30313,5,2,2.52,0,8672700,2,1,0.0
30314,0,0,0.28,0,8672700,2,1,1.0
30315,5,0,0.2,0,8672700,2,1,0.0
30316,3,2,0.17,0,8672700,2,1,0.0
30317,2,3,0.21,0,8672700,2,1,0.0
30318,2,2,1.83,0,1244051,2,0,1.0
30319,3,5,1.11,0,1244051,2,0,0.0
30320,5,2,3.32,0,1244051,2,0,0.0
30321,0,0,2.0,0,1244051,2,0,1.0
30322,3,3,2.83,0,1244051,2,0,1.0
30323,3,3,1.18,0,1244051,2,0,1.0
30324,2,2,3.34,0,1244051,2,0,1.0
30325,0,0,1.18,0,1244051,2,0,1.0
30326,1,0,4.62,0,1244051,2,0,0.0
30327,5,5,4.54,0,1244051,2,0,1.0
30328,5,5,3.73,0,1244051,2,0,1.0
30329,3,5,3.8,0,1244051,2,0,0.0
30330,5,2,1.49,0,1244051,2,0,0.0
30331,2,2,3.38,0,1244051,2,0,1.0
30332,0,2,2.75,0,1244051,2,0,0.0
30333,2,3,1.47,0,1244051,2,0,0.0
30334,2,2,3.42,0,1244051,2,0,1.0
30335,0,0,1.27,0,1244051,2,0,1.0
30336,2,5,6.52,0,1244051,2,0,0.0
30337,5,2,1.35,0,1244051,2,0,0.0
30338,3,3,1.38,0,1244051,2,0,1.0
30339,1,1,10.12,0,1244051,2,0,1.0
30340,5,5,5.69,0,1244051,2,0,1.0
30341,2,0,2.12,0,1244051,2,0,0.0
30342,5,3,7.76,0,1244051,2,0,0.0
30343,3,3,0.99,0,1244051,2,0,1.0
30344,0,0,1.15,0,1244051,2,0,1.0
30345,3,3,3.33,0,1244051,2,0,1.0
30346,5,0,8.12,0,1244051,2,0,0.0
30347,5,5,2.87,0,1244051,2,0,1.0
30383,3,2,3.37,0,6657528,1,0,0.0
30384,0,0,1.28,0,6657528,1,0,1.0
30385,2,2,2.21,0,6657528,1,0,1.0
30386,3,3,2.95,0,6657528,1,0,1.0
30387,0,5,1.73,0,6657528,1,0,0.0
30388,5,2,0.98,0,6657528,1,0,0.0
30389,0,0,2.69,0,6657528,1,0,1.0
30390,5,2,6.05,0,6657528,1,0,0.0
30391,3,3,1.13,0,6657528,1,0,1.0
30392,3,3,1.36,0,6657528,1,0,1.0
30393,5,5,1.88,0,6657528,1,0,1.0
30394,2,2,1.79,0,6657528,1,0,1.0
30395,5,5,2.64,0,6657528,1,0,1.0
30396,5,0,5.25,0,6657528,1,0,0.0
30397,3,3,1.12,0,6657528,1,0,1.0
30398,5,2,3.77,0,6657528,1,0,0.0
30399,2,5,1.1,0,6657528,1,0,0.0
30400,5,2,2.23,0,6657528,1,0,0.0
30401,2,1,1.3,0,6657528,1,0,0.0
30402,3,3,1.17,0,6657528,1,0,1.0
30403,3,2,7.11,0,6657528,1,0,0.0
30404,2,2,1.56,0,6657528,1,0,1.0
30405,3,2,1.04,0,6657528,1,0,0.0
30406,0,0,1.13,0,6657528,1,0,1.0
30407,2,1,5.61,0,6657528,1,0,0.0
30408,0,0,0.97,0,6657528,1,0,1.0
30409,2,2,2.17,0,6657528,1,0,1.0
30410,0,0,1.47,0,6657528,1,0,1.0
30411,3,3,3.3,0,6657528,1,0,1.0
30412,5,5,1.8,0,6657528,1,0,1.0
30413,3,2,27.62,0,6657528,2,1,0.0
30414,2,5,2.63,0,6657528,2,1,0.0
30415,3,3,2.54,0,6657528,2,1,1.0
30416,5,5,4.94,0,6657528,2,1,1.0
30417,1,0,2.87,0,6657528,2,1,0.0
30418,1,5,1.63,0,6657528,2,1,0.0
30419,2,2,1.51,0,6657528,2,1,1.0
30420,3,5,1.39,0,6657528,2,1,0.0
30421,5,5,8.67,0,6657528,2,1,1.0
30422,0,0,2.08,0,6657528,2,1,1.0
30423,2,0,5.3,0,6657528,2,1,0.0
30424,1,0,1.64,0,6657528,2,1,0.0
30425,0,2,1.42,0,6657528,2,1,0.0
30426,2,5,2.05,0,6657528,2,1,0.0
30427,0,0,13.37,0,6657528,2,1,1.0
30428,3,3,1.6,0,6657528,2,1,1.0
30430,2,2,11.21,0,6657528,2,1,1.0
30432,2,3,1.65,0,6657528,2,1,0.0
30435,2,2,7.29,0,6657528,2,1,1.0
30436,0,0,1.08,0,6657528,2,1,1.0
30438,1,1,3.06,0,6657528,2,1,1.0
30439,3,3,1.27,0,6657528,2,1,1.0
30440,3,3,1.18,0,6657528,2,1,1.0
30441,5,3,1.85,0,6657528,2,1,0.0
30443,5,2,0.7,0,6657528,2,1,0.0
30444,2,2,3.58,0,6657528,2,1,1.0
30446,0,0,1.03,0,6657528,2,1,1.0
30447,5,5,1.93,0,6657528,2,1,1.0
30449,2,2,4.0,0,6657528,2,1,1.0
30450,5,3,1.06,0,6657528,2,1,0.0
30512,2,2,2.07,0,2438325,1,1,1.0
30513,2,2,0.68,0,2438325,1,1,1.0
30514,2,0,9.18,0,2438325,1,1,0.0
30515,3,2,9.14,0,2438325,1,1,0.0
30516,2,0,2.33,0,2438325,1,1,0.0
30517,5,1,2.36,0,2438325,1,1,0.0
30518,3,5,1.75,0,2438325,1,1,0.0
30519,3,2,0.42,0,2438325,1,1,0.0
30520,5,2,0.47,0,2438325,1,1,0.0
30521,0,2,1.69,0,2438325,1,1,0.0
30522,2,2,0.97,0,2438325,1,1,1.0
30523,3,2,0.69,0,2438325,1,1,0.0
30524,3,3,1.28,0,2438325,1,1,1.0
30525,5,5,1.38,0,2438325,1,1,1.0
30526,0,2,1.17,0,2438325,1,1,0.0
30527,3,3,0.39,0,2438325,1,1,1.0
30528,2,3,0.65,0,2438325,1,1,0.0
30529,5,0,0.7,0,2438325,1,1,0.0
30530,2,3,4.97,0,2438325,1,1,0.0
30531,3,0,0.34,0,2438325,1,1,0.0
30532,3,1,2.93,0,2438325,1,1,0.0
30533,5,0,2.97,0,2438325,1,1,0.0
30534,2,5,3.74,0,2438325,1,1,0.0
30535,3,3,0.68,0,2438325,1,1,1.0
30536,3,5,1.03,0,2438325,1,1,0.0
30537,5,2,1.89,0,2438325,1,1,0.0
30538,0,2,0.13,0,2438325,1,1,0.0
30539,5,3,0.49,0,2438325,1,1,0.0
30540,2,5,1.09,0,2438325,1,1,0.0
30541,2,0,1.95,0,2438325,1,1,0.0
30542,3,2,3.21,0,2438325,2,0,0.0
30543,2,2,1.4,0,2438325,2,0,1.0
30544,2,3,0.38,0,2438325,2,0,0.0
30545,5,3,2.27,0,2438325,2,0,0.0
30546,0,5,2.41,0,2438325,2,0,0.0
30547,5,5,0.66,0,2438325,2,0,1.0
30548,5,1,0.48,0,2438325,2,0,0.0
30549,2,2,0.4,0,2438325,2,0,1.0
