,userStage,correctStage,timeSpent,totalClicks,pid,block,sound,isCorrect
30550,1,2,0.64,0,2438325,2,0,0.0
30551,2,5,0.35,0,2438325,2,0,0.0
30552,5,3,0.18,0,2438325,2,0,0.0
30553,2,0,0.22,0,2438325,2,0,0.0
30554,3,0,0.28,0,2438325,2,0,0.0
30555,5,3,0.27,0,2438325,2,0,0.0
30556,3,2,4.05,0,2438325,2,0,0.0
30557,3,2,2.82,0,2438325,2,0,0.0
30558,2,0,1.5,0,2438325,2,0,0.0
30559,3,2,3.46,0,2438325,2,0,0.0
30560,2,3,1.62,0,2438325,2,0,0.0
30561,2,5,0.88,0,2438325,2,0,0.0
30562,5,5,1.2,0,2438325,2,0,1.0
30563,3,2,1.96,0,2438325,2,0,0.0
30564,0,0,2.3,0,2438325,2,0,1.0
30565,5,5,1.86,0,2438325,2,0,1.0
30566,2,5,1.15,0,2438325,2,0,0.0
30567,3,3,0.71,0,2438325,2,0,1.0
30568,2,0,1.52,0,2438325,2,0,0.0
30569,5,3,1.2,0,2438325,2,0,0.0
30570,3,0,1.65,0,2438325,2,0,0.0
30571,3,0,1.23,0,2438325,2,0,0.0
30625,2,2,4.74,0,879745,1,0,1.0
30626,2,2,0.46,0,879745,1,0,1.0
30627,2,3,0.45,0,879745,1,0,0.0
30628,3,5,0.33,0,879745,1,0,0.0
30629,0,0,1.29,0,879745,1,0,1.0
30630,1,2,0.99,0,879745,1,0,0.0
30631,3,1,1.23,0,879745,1,0,0.0
30632,5,2,0.44,0,879745,1,0,0.0
30633,0,5,0.73,0,879745,1,0,0.0
30634,5,1,0.25,0,879745,1,0,0.0
30635,1,2,0.52,0,879745,1,0,0.0
30636,3,3,0.92,0,879745,1,0,1.0
30637,1,2,1.08,0,879745,1,0,0.0
30638,5,0,0.32,0,879745,1,0,0.0
30639,2,3,0.25,0,879745,1,0,0.0
30640,3,0,0.25,0,879745,1,0,0.0
30641,0,3,1.99,0,879745,1,0,0.0
30642,5,2,0.73,0,879745,1,0,0.0
30643,3,3,1.75,0,879745,1,0,1.0
30644,2,5,0.48,0,879745,1,0,0.0
30645,1,5,0.5,0,879745,1,0,0.0
30646,3,2,0.51,0,879745,1,0,0.0
30647,3,2,0.46,0,879745,1,0,0.0
30648,2,0,0.48,0,879745,1,0,0.0
30649,3,0,0.69,0,879745,1,0,0.0
30650,2,2,2.47,0,879745,1,0,1.0
30651,5,2,0.77,0,879745,1,0,0.0
30652,0,3,0.85,0,879745,1,0,0.0
30653,1,0,0.95,0,879745,1,0,0.0
30654,2,5,4.63,0,879745,1,0,0.0
30655,3,5,0.83,0,879745,2,1,0.0
30656,1,2,0.33,0,879745,2,1,0.0
30657,3,3,0.36,0,879745,2,1,1.0
30658,2,5,4.84,0,879745,2,1,0.0
30659,3,0,2.09,0,879745,2,1,0.0
30660,2,2,0.35,0,879745,2,1,1.0
30661,3,0,1.34,0,879745,2,1,0.0
30662,2,2,0.81,0,879745,2,1,1.0
30663,5,3,1.16,0,879745,2,1,0.0
30664,0,3,0.4,0,879745,2,1,0.0
30665,5,0,0.31,0,879745,2,1,0.0
30666,3,3,3.09,0,879745,2,1,1.0
30667,2,2,0.5,0,879745,2,1,1.0
30668,2,0,0.52,0,879745,2,1,0.0
30669,3,2,2.05,0,879745,2,1,0.0
30670,2,0,0.57,0,879745,2,1,0.0
30671,1,0,0.57,0,879745,2,1,0.0
30672,3,3,0.63,0,879745,2,1,1.0
30673,3,5,1.71,0,879745,2,1,0.0
30674,2,5,0.57,0,879745,2,1,0.0
30675,3,1,0.67,0,879745,2,1,0.0
30676,2,3,0.46,0,879745,2,1,0.0
30727,2,5,0.42,0,8234878,1,1,0.0
30728,5,2,0.5,0,8234878,1,1,0.0
30729,2,2,0.28,0,8234878,1,1,1.0
30730,2,1,0.45,0,8234878,1,1,0.0
30731,2,3,0.53,0,8234878,1,1,0.0
30732,3,0,0.6,0,8234878,1,1,0.0
30733,1,0,0.53,0,8234878,1,1,0.0
30734,0,0,0.28,0,8234878,1,1,1.0
30735,5,3,1.25,0,8234878,1,1,0.0
30736,0,3,0.54,0,8234878,1,1,0.0
30737,2,2,0.94,0,8234878,1,1,1.0
30738,2,2,0.94,0,8234878,1,1,1.0
30739,2,2,0.38,0,8234878,1,1,1.0
30740,5,3,1.77,0,8234878,1,1,0.0
30741,5,0,1.04,0,8234878,1,1,0.0
30742,0,3,1.0,0,8234878,1,1,0.0
30743,2,5,0.43,0,8234878,1,1,0.0
30744,3,2,3.15,0,8234878,1,1,0.0
30745,3,2,1.06,0,8234878,2,0,0.0
30746,1,0,1.72,0,8234878,2,0,0.0
30747,5,3,0.48,0,8234878,2,0,0.0
30748,2,3,0.3,0,8234878,2,0,0.0
30749,0,3,0.7,0,8234878,2,0,0.0
30750,5,2,1.51,0,8234878,2,0,0.0
30751,3,0,0.5,0,8234878,2,0,0.0
30752,2,0,0.39,0,8234878,2,0,0.0
30753,1,3,0.35,0,8234878,2,0,0.0
30754,3,5,0.2,0,8234878,2,0,0.0
30755,2,2,0.39,0,8234878,2,0,1.0
30756,2,2,0.36,0,8234878,2,0,1.0
30757,2,3,0.55,0,8234878,2,0,0.0
30758,3,2,0.85,0,8234878,2,0,0.0
30759,1,0,0.48,0,8234878,2,0,0.0
30760,2,5,0.35,0,8234878,2,0,0.0
30761,3,5,1.24,0,8234878,2,0,0.0
30762,5,5,1.01,0,8234878,2,0,1.0
30763,5,0,0.45,0,8234878,2,0,0.0
30764,0,5,1.09,0,8234878,2,0,0.0
30765,5,0,0.49,0,8234878,2,0,0.0
30856,2,2,2.05,0,7440384,1,1,1.0
30857,3,3,2.21,0,7440384,1,1,1.0
30858,5,5,3.32,0,7440384,1,1,1.0
30859,1,1,3.44,0,7440384,1,1,1.0
30860,2,2,3.75,0,7440384,1,1,1.0
30861,5,5,2.95,0,7440384,1,1,1.0
30862,5,2,2.81,0,7440384,1,1,0.0
30863,3,3,1.07,0,7440384,1,1,1.0
30864,3,0,3.99,0,7440384,1,1,0.0
30865,5,2,3.74,0,7440384,1,1,0.0
30866,0,0,1.11,0,7440384,1,1,1.0
30867,2,2,5.41,0,7440384,1,1,1.0
30868,3,3,1.4,0,7440384,1,1,1.0
30869,3,3,1.31,0,7440384,1,1,1.0
30870,0,0,5.36,0,7440384,1,1,1.0
30871,3,3,1.4,0,7440384,1,1,1.0
30872,2,2,2.68,0,7440384,1,1,1.0
30873,5,5,1.35,0,7440384,1,1,1.0
30874,3,2,2.12,0,7440384,1,1,0.0
30875,3,3,1.75,0,7440384,1,1,1.0
30876,2,2,1.89,0,7440384,1,1,1.0
30877,2,5,0.95,0,7440384,1,1,0.0
30878,5,1,2.29,0,7440384,1,1,0.0
30879,2,2,1.58,0,7440384,1,1,1.0
30880,3,5,2.02,0,7440384,1,1,0.0
30881,0,0,1.3,0,7440384,1,1,1.0
30882,1,2,2.28,0,7440384,1,1,0.0
30883,2,2,1.42,0,7440384,1,1,1.0
30884,0,0,1.4,0,7440384,1,1,1.0
30885,3,0,1.56,0,7440384,1,1,0.0
30886,2,2,1.62,0,7440384,2,0,1.0
30887,3,2,1.77,0,7440384,2,0,0.0
30888,0,0,1.38,0,7440384,2,0,1.0
30889,5,5,3.18,0,7440384,2,0,1.0
30890,0,0,1.76,0,7440384,2,0,1.0
30891,2,2,1.99,0,7440384,2,0,1.0
30892,0,0,1.78,0,7440384,2,0,1.0
30893,5,2,1.66,0,7440384,2,0,0.0
30894,5,5,1.31,0,7440384,2,0,1.0
30895,0,0,1.05,0,7440384,2,0,1.0
30896,2,5,2.76,0,7440384,2,0,0.0
30897,5,3,2.82,0,7440384,2,0,0.0
30898,0,1,1.72,0,7440384,2,0,0.0
30899,1,5,1.2,0,7440384,2,0,0.0
30900,3,3,1.49,0,7440384,2,0,1.0
30901,2,5,2.46,0,7440384,2,0,0.0
30902,0,0,1.02,0,7440384,2,0,1.0
30903,3,3,1.66,0,7440384,2,0,1.0
30904,1,0,3.86,0,7440384,2,0,0.0
30905,3,3,1.9,0,7440384,2,0,1.0
30906,5,3,3.17,0,7440384,2,0,0.0
30907,2,5,1.43,0,7440384,2,0,0.0
30908,1,5,2.28,0,7440384,2,0,0.0
30909,3,3,1.17,0,7440384,2,0,1.0
30910,0,2,2.24,0,7440384,2,0,0.0
30911,2,0,1.32,0,7440384,2,0,0.0
30912,2,2,2.34,0,7440384,2,0,1.0
30913,3,3,1.21,0,7440384,2,0,1.0
30914,2,2,8.6,0,7440384,2,0,1.0
30915,1,2,2.21,0,7440384,2,0,0.0
30950,2,2,1.97,0,6631202,1,1,1.0
30951,3,3,1.07,0,6631202,1,1,1.0
30952,2,0,0.96,0,6631202,1,1,0.0
30953,5,5,1.56,0,6631202,1,1,1.0
30954,1,5,1.28,0,6631202,1,1,0.0
30955,1,1,1.7,0,6631202,1,1,1.0
30956,3,3,1.58,0,6631202,1,1,1.0
30957,2,2,6.07,0,6631202,1,1,1.0
30958,0,0,1.14,0,6631202,1,1,1.0
30959,3,3,1.52,0,6631202,1,1,1.0
30960,3,2,4.0,0,6631202,1,1,0.0
30961,5,2,1.82,0,6631202,1,1,0.0
30962,2,5,1.71,0,6631202,1,1,0.0
30963,0,0,4.8,0,6631202,1,1,1.0
30964,2,2,3.02,0,6631202,1,1,1.0
30965,5,2,2.24,0,6631202,1,1,0.0
30966,0,0,1.06,0,6631202,1,1,1.0
30967,5,2,2.73,0,6631202,1,1,0.0
30968,2,1,1.36,0,6631202,1,1,0.0
30969,5,2,3.72,0,6631202,1,1,0.0
30970,3,3,1.04,0,6631202,1,1,1.0
30971,5,5,1.21,0,6631202,1,1,1.0
30972,3,3,1.01,0,6631202,1,1,1.0
30973,0,0,1.76,0,6631202,1,1,1.0
30974,3,3,4.37,0,6631202,1,1,1.0
30975,5,2,3.39,0,6631202,1,1,0.0
30976,0,0,1.26,0,6631202,1,1,1.0
30977,2,5,2.44,0,6631202,1,1,0.0
30978,2,2,4.39,0,6631202,1,1,1.0
30979,5,2,4.7,0,6631202,1,1,0.0
30980,2,2,1.87,0,6631202,2,0,1.0
30981,3,3,1.2,0,6631202,2,0,1.0
30982,0,0,1.52,0,6631202,2,0,1.0
30983,3,3,1.22,0,6631202,2,0,1.0
30984,3,2,1.27,0,6631202,2,0,0.0
30985,0,0,1.3,0,6631202,2,0,1.0
30986,0,0,1.13,0,6631202,2,0,1.0
30987,3,3,1.54,0,6631202,2,0,1.0
30988,5,5,2.59,0,6631202,2,0,1.0
30989,0,0,1.99,0,6631202,2,0,1.0
30990,1,5,3.5,0,6631202,2,0,0.0
30991,3,5,1.38,0,6631202,2,0,0.0
30992,1,0,1.81,0,6631202,2,0,0.0
30993,5,3,3.78,0,6631202,2,0,0.0
30994,5,2,1.44,0,6631202,2,0,0.0
30995,2,5,1.64,0,6631202,2,0,0.0
30996,3,3,1.15,0,6631202,2,0,1.0
30997,3,3,1.31,0,6631202,2,0,1.0
30998,5,5,1.86,0,6631202,2,0,1.0
30999,5,5,2.3,0,6631202,2,0,1.0
31000,0,0,4.69,0,6631202,2,0,1.0
31001,5,3,4.09,0,6631202,2,0,0.0
31002,2,2,2.01,0,6631202,2,0,1.0
31003,1,5,1.85,0,6631202,2,0,0.0
31004,1,1,2.39,0,6631202,2,0,1.0
31005,2,2,1.27,0,6631202,2,0,1.0
31006,3,2,1.29,0,6631202,2,0,0.0
31007,5,2,1.48,0,6631202,2,0,0.0
31008,0,0,1.9,0,6631202,2,0,1.0
31009,2,2,3.04,0,6631202,2,0,1.0
31037,0,2,2.81,0,1066507,1,0,0.0
31038,2,1,4.86,0,1066507,1,0,0.0
31039,5,5,2.11,0,1066507,1,0,1.0
31040,0,0,1.0,0,1066507,1,0,1.0
31041,0,5,3.87,0,1066507,1,0,0.0
31042,3,2,1.38,0,1066507,1,0,0.0
31043,3,3,1.02,0,1066507,1,0,1.0
31044,1,2,1.28,0,1066507,1,0,0.0
31045,2,3,1.56,0,1066507,1,0,0.0
31046,2,2,2.44,0,1066507,1,0,1.0
31047,5,5,1.38,0,1066507,1,0,1.0
31048,3,2,5.69,0,1066507,1,0,0.0
31049,1,0,1.65,0,1066507,1,0,0.0
31050,0,0,1.0,0,1066507,1,0,1.0
31051,3,2,1.72,0,1066507,1,0,0.0
31052,5,2,2.04,0,1066507,1,0,0.0
31053,5,1,1.18,0,1066507,1,0,0.0
31054,5,5,1.37,0,1066507,1,0,1.0
31055,3,3,1.4,0,1066507,1,0,1.0
31056,3,2,1.28,0,1066507,1,0,0.0
31057,2,5,1.0,0,1066507,1,0,0.0
31058,2,2,1.2,0,1066507,1,0,1.0
31059,3,3,0.99,0,1066507,1,0,1.0
31060,2,2,1.75,0,1066507,1,0,1.0
31061,0,0,1.42,0,1066507,1,0,1.0
31062,0,0,1.19,0,1066507,1,0,1.0
31063,0,0,1.42,0,1066507,1,0,1.0
31064,5,2,4.03,0,1066507,1,0,0.0
31065,3,3,1.43,0,1066507,1,0,1.0
31066,3,3,1.07,0,1066507,1,0,1.0
31067,2,2,1.46,0,1066507,2,1,1.0
31068,3,3,4.06,0,1066507,2,1,1.0
31069,2,2,2.76,0,1066507,2,1,1.0
31070,5,5,1.72,0,1066507,2,1,1.0
31071,0,0,1.39,0,1066507,2,1,1.0
31072,1,5,7.66,0,1066507,2,1,0.0
31073,3,3,1.27,0,1066507,2,1,1.0
31074,2,0,1.6,0,1066507,2,1,0.0
31075,3,3,1.08,0,1066507,2,1,1.0
31076,5,5,2.22,0,1066507,2,1,1.0
31077,2,5,2.54,0,1066507,2,1,0.0
31078,3,3,1.2,0,1066507,2,1,1.0
31079,1,1,2.37,0,1066507,2,1,1.0
31080,2,2,2.04,0,1066507,2,1,1.0
31081,5,5,1.31,0,1066507,2,1,1.0
31082,3,3,2.32,0,1066507,2,1,1.0
31083,0,2,2.52,0,1066507,2,1,0.0
31084,3,2,3.18,0,1066507,2,1,0.0
31085,0,2,1.74,0,1066507,2,1,0.0
31086,2,3,1.28,0,1066507,2,1,0.0
31087,1,0,3.51,0,1066507,2,1,0.0
31088,0,0,1.46,0,1066507,2,1,1.0
31089,0,0,1.1,0,1066507,2,1,1.0
31090,5,2,5.03,0,1066507,2,1,0.0
31091,2,3,1.14,0,1066507,2,1,0.0
31092,5,5,1.83,0,1066507,2,1,1.0
31093,0,0,1.28,0,1066507,2,1,1.0
31094,2,5,1.67,0,1066507,2,1,0.0
31095,2,0,1.59,0,1066507,2,1,0.0
31096,1,2,4.43,0,1066507,2,1,0.0
31125,0,2,4.09,0,2454081,1,1,0.0
31126,2,2,2.15,0,2454081,1,1,1.0
31127,5,2,1.08,0,2454081,1,1,0.0
31128,3,3,1.1,0,2454081,1,1,1.0
31129,2,2,2.14,0,2454081,1,1,1.0
31130,0,0,1.09,0,2454081,1,1,1.0
31131,5,2,1.32,0,2454081,1,1,0.0
31132,5,2,0.99,0,2454081,1,1,0.0
31133,3,2,2.9,0,2454081,1,1,0.0
31134,2,2,1.25,0,2454081,1,1,1.0
31135,5,5,1.19,0,2454081,1,1,1.0
31136,0,0,1.14,0,2454081,1,1,1.0
31137,0,0,1.43,0,2454081,1,1,1.0
31138,3,3,1.49,0,2454081,1,1,1.0
31139,3,3,1.17,0,2454081,1,1,1.0
31140,0,0,1.11,0,2454081,1,1,1.0
31141,3,3,1.94,0,2454081,1,1,1.0
31142,3,3,1.37,0,2454081,1,1,1.0
31143,5,1,2.26,0,2454081,1,1,0.0
31144,5,5,1.9,0,2454081,1,1,1.0
31145,1,0,1.38,0,2454081,1,1,0.0
31146,5,2,2.07,0,2454081,1,1,0.0
31147,5,5,1.54,0,2454081,1,1,1.0
31148,3,5,1.43,0,2454081,1,1,0.0
31149,2,5,1.98,0,2454081,1,1,0.0
31150,2,1,0.96,0,2454081,1,1,0.0
31151,3,3,1.53,0,2454081,1,1,1.0
31152,2,2,1.11,0,2454081,1,1,1.0
31153,2,0,1.14,0,2454081,1,1,0.0
31154,5,2,1.91,0,2454081,1,1,0.0
31155,2,2,2.83,0,2454081,2,0,1.0
31156,5,0,2.84,0,2454081,2,0,0.0
31157,0,0,1.09,0,2454081,2,0,1.0
31158,3,3,1.55,0,2454081,2,0,1.0
31159,1,0,3.48,0,2454081,2,0,0.0
31160,3,2,2.59,0,2454081,2,0,0.0
31161,5,5,1.34,0,2454081,2,0,1.0
31162,0,0,1.12,0,2454081,2,0,1.0
31163,5,5,2.69,0,2454081,2,0,1.0
31164,3,5,2.5,0,2454081,2,0,0.0
31165,5,5,1.65,0,2454081,2,0,1.0
31166,5,5,1.35,0,2454081,2,0,1.0
31167,3,3,1.05,0,2454081,2,0,1.0
31168,2,2,2.23,0,2454081,2,0,1.0
31169,3,3,2.36,0,2454081,2,0,1.0
31170,3,3,2.63,0,2454081,2,0,1.0
31171,1,0,2.05,0,2454081,2,0,0.0
31172,0,2,2.26,0,2454081,2,0,0.0
31173,0,0,1.14,0,2454081,2,0,1.0
31174,3,3,4.92,0,2454081,2,0,1.0
31175,1,1,1.71,0,2454081,2,0,1.0
31176,2,0,2.34,0,2454081,2,0,0.0
31177,5,5,1.38,0,2454081,2,0,1.0
31178,5,2,3.29,0,2454081,2,0,0.0
31179,2,2,1.79,0,2454081,2,0,1.0
31180,5,3,1.83,0,2454081,2,0,0.0
31181,5,2,0.87,0,2454081,2,0,0.0
31182,2,2,2.33,0,2454081,2,0,1.0
31183,5,5,1.28,0,2454081,2,0,1.0
31184,3,3,1.4,0,2454081,2,0,1.0
31285,2,2,1.67,0,2952405,1,1,1.0
31286,0,0,2.96,0,2952405,1,1,1.0
31287,2,1,1.51,0,2952405,1,1,0.0
31288,3,3,2.16,0,2952405,1,1,1.0
31289,5,2,1.41,0,2952405,1,1,0.0
31290,3,3,0.98,0,2952405,1,1,1.0
31291,0,0,7.91,0,2952405,1,1,1.0
31292,2,2,1.38,0,2952405,1,1,1.0
31293,2,2,1.26,0,2952405,1,1,1.0
31294,0,0,1.29,0,2952405,1,1,1.0
31295,2,0,27.61,0,2952405,1,1,0.0
31296,2,0,0.9,0,2952405,1,1,0.0
31297,0,5,1.92,0,2952405,1,1,0.0
31298,2,2,1.22,0,2952405,1,1,1.0
31299,3,3,0.9,0,2952405,1,1,1.0
31300,2,2,47.65,0,2952405,1,1,1.0
31301,3,2,2.18,0,2952405,1,1,0.0
31302,0,2,1.19,0,2952405,1,1,0.0
31303,5,5,1.12,0,2952405,1,1,1.0
31304,5,1,1.19,0,2952405,1,1,0.0
31305,5,5,1.17,0,2952405,1,1,1.0
31306,2,2,1.35,0,2952405,1,1,1.0
31307,2,2,1.58,0,2952405,1,1,1.0
31308,3,2,1.1,0,2952405,1,1,0.0
31309,2,0,1.74,0,2952405,1,1,0.0
31310,5,5,1.93,0,2952405,1,1,1.0
31311,3,3,1.56,0,2952405,1,1,1.0
31312,3,3,0.92,0,2952405,1,1,1.0
31313,1,5,5.17,0,2952405,1,1,0.0
31314,3,3,1.2,0,2952405,1,1,1.0
31315,0,0,2.34,0,2952405,2,0,1.0
31316,0,0,1.52,0,2952405,2,0,1.0
31317,5,5,1.53,0,2952405,2,0,1.0
31318,2,2,1.06,0,2952405,2,0,1.0
31319,5,5,2.39,0,2952405,2,0,1.0
31320,0,0,1.15,0,2952405,2,0,1.0
31321,2,2,2.48,0,2952405,2,0,1.0
31322,3,5,1.51,0,2952405,2,0,0.0
31323,2,1,1.14,0,2952405,2,0,0.0
31324,1,5,0.93,0,2952405,2,0,0.0
31325,2,3,1.69,0,2952405,2,0,0.0
31326,3,2,1.37,0,2952405,2,0,0.0
31327,3,3,1.24,0,2952405,2,0,1.0
31328,5,2,3.53,0,2952405,2,0,0.0
31329,3,3,1.08,0,2952405,2,0,1.0
31330,5,5,2.04,0,2952405,2,0,1.0
31331,0,0,2.64,0,2952405,2,0,1.0
31332,0,2,3.46,0,2952405,2,0,0.0
31333,3,3,1.26,0,2952405,2,0,1.0
31334,2,2,1.62,0,2952405,2,0,1.0
31335,2,5,5.73,0,2952405,2,0,0.0
31336,2,2,12.72,2,2952405,2,0,1.0
31337,5,3,3.46,0,2952405,2,0,0.0
31338,3,3,2.36,0,2952405,2,0,1.0
31339,3,2,1.64,0,2952405,2,0,0.0
31340,0,0,1.05,0,2952405,2,0,1.0
31341,3,3,2.28,0,2952405,2,0,1.0
31342,0,0,1.93,0,2952405,2,0,1.0
31343,1,0,2.39,0,2952405,2,0,0.0
31344,1,5,1.24,0,2952405,2,0,0.0
31438,2,2,1.88,0,6692319,1,0,1.0
31439,3,3,0.86,0,6692319,1,0,1.0
31440,2,2,1.2,0,6692319,1,0,1.0
31441,0,0,1.07,0,6692319,1,0,1.0
31442,2,2,3.37,0,6692319,1,0,1.0
31443,2,0,1.07,0,6692319,1,0,0.0
31444,3,3,1.12,0,6692319,1,0,1.0
31445,3,3,1.55,0,6692319,1,0,1.0
31446,3,2,1.14,0,6692319,1,0,0.0
31447,5,3,1.91,0,6692319,1,0,0.0
31448,0,0,1.06,0,6692319,1,0,1.0
31449,2,2,2.12,0,6692319,1,0,1.0
31450,5,5,1.36,0,6692319,1,0,1.0
31451,1,2,1.75,0,6692319,1,0,0.0
31452,2,2,1.89,0,6692319,1,0,1.0
31453,0,0,1.03,0,6692319,1,0,1.0
31454,2,1,2.22,0,6692319,1,0,0.0
31455,3,3,0.86,0,6692319,1,0,1.0
31456,0,0,0.88,0,6692319,1,0,1.0
31457,2,2,1.95,0,6692319,1,0,1.0
31458,5,2,1.55,0,6692319,1,0,0.0
31459,3,3,1.04,0,6692319,1,0,1.0
31460,2,5,1.21,0,6692319,1,0,0.0
31461,0,0,1.38,0,6692319,1,0,1.0
31462,3,5,2.42,0,6692319,1,0,0.0
31463,5,2,1.86,0,6692319,1,0,0.0
31464,2,1,1.51,0,6692319,1,0,0.0
31465,2,5,1.64,0,6692319,1,0,0.0
31466,2,2,1.25,0,6692319,1,0,1.0
31467,0,5,4.86,0,6692319,1,0,0.0
31468,2,2,1.32,0,6692319,2,1,1.0
31469,3,3,1.09,0,6692319,2,1,1.0
31470,2,2,1.47,0,6692319,2,1,1.0
31471,0,0,1.06,0,6692319,2,1,1.0
31472,2,5,1.74,0,6692319,2,1,0.0
31473,2,2,1.15,0,6692319,2,1,1.0
31474,5,5,1.77,0,6692319,2,1,1.0
31475,5,5,1.34,0,6692319,2,1,1.0
31476,0,0,1.32,0,6692319,2,1,1.0
31477,0,2,8.5,0,6692319,2,1,0.0
31478,5,5,1.69,0,6692319,2,1,1.0
31479,2,2,2.13,0,6692319,2,1,1.0
31480,3,3,1.98,0,6692319,2,1,1.0
31481,0,0,1.32,0,6692319,2,1,1.0
31482,2,5,2.24,0,6692319,2,1,0.0
31483,3,3,1.52,0,6692319,2,1,1.0
31484,2,5,1.0,0,6692319,2,1,0.0
31485,3,3,1.12,0,6692319,2,1,1.0
31486,2,1,2.39,0,6692319,2,1,0.0
31487,0,0,0.98,0,6692319,2,1,1.0
31488,5,2,3.51,0,6692319,2,1,0.0
31489,0,0,2.14,0,6692319,2,1,1.0
31490,5,5,2.12,0,6692319,2,1,1.0
31491,2,2,1.23,0,6692319,2,1,1.0
31492,3,2,3.53,0,6692319,2,1,0.0
31493,3,3,1.22,0,6692319,2,1,1.0
31494,0,0,1.09,0,6692319,2,1,1.0
31495,3,3,2.46,0,6692319,2,1,1.0
31496,2,0,1.81,0,6692319,2,1,0.0
31497,3,3,1.11,0,6692319,2,1,1.0
31529,2,2,1.63,0,1675836,1,1,1.0
31530,2,0,1.11,0,1675836,1,1,0.0
31531,2,5,0.91,0,1675836,1,1,0.0
31532,2,2,4.1,0,1675836,1,1,1.0
31533,3,3,1.25,0,1675836,1,1,1.0
31534,0,0,1.16,0,1675836,1,1,1.0
31535,5,2,2.93,0,1675836,1,1,0.0
31536,2,2,1.43,0,1675836,1,1,1.0
31537,3,3,1.04,0,1675836,1,1,1.0
31538,2,5,2.53,0,1675836,1,1,0.0
31539,3,3,1.26,0,1675836,1,1,1.0
31540,5,5,1.88,0,1675836,1,1,1.0
31541,2,2,3.37,0,1675836,1,1,1.0
31542,0,0,1.15,0,1675836,1,1,1.0
31543,3,2,1.91,0,1675836,1,1,0.0
31544,2,1,1.21,0,1675836,1,1,0.0
31545,0,0,2.37,0,1675836,1,1,1.0
31546,2,5,1.26,0,1675836,1,1,0.0
31547,3,2,5.0,0,1675836,1,1,0.0
31548,2,0,1.45,0,1675836,1,1,0.0
31549,2,2,1.0,0,1675836,1,1,1.0
31550,1,1,1.9,0,1675836,1,1,1.0
31551,2,2,2.53,0,1675836,1,1,1.0
31552,3,3,1.16,0,1675836,1,1,1.0
31553,5,5,1.25,0,1675836,1,1,1.0
31554,3,2,2.01,0,1675836,1,1,0.0
31555,3,3,0.79,0,1675836,1,1,1.0
31556,2,2,1.33,0,1675836,1,1,1.0
31557,0,0,0.99,0,1675836,1,1,1.0
31558,3,3,1.0,0,1675836,1,1,1.0
31559,2,2,1.98,0,1675836,2,0,1.0
31560,3,3,0.93,0,1675836,2,0,1.0
31561,0,0,1.27,0,1675836,2,0,1.0
31562,2,2,1.15,0,1675836,2,0,1.0
31563,2,5,2.11,0,1675836,2,0,0.0
31564,3,2,1.53,0,1675836,2,0,0.0
31565,3,3,0.69,0,1675836,2,0,1.0
31566,2,5,1.49,0,1675836,2,0,0.0
31567,5,5,1.59,0,1675836,2,0,1.0
31568,2,0,2.11,0,1675836,2,0,0.0
31569,2,3,2.81,0,1675836,2,0,0.0
31570,0,0,1.09,0,1675836,2,0,1.0
31571,3,3,1.04,0,1675836,2,0,1.0
31572,0,2,2.42,0,1675836,2,0,0.0
31573,0,0,0.99,0,1675836,2,0,1.0
31574,2,5,1.65,0,1675836,2,0,0.0
31575,3,3,1.72,0,1675836,2,0,1.0
31576,5,5,1.72,0,1675836,2,0,1.0
31577,3,3,1.06,0,1675836,2,0,1.0
31578,1,2,1.82,0,1675836,2,0,0.0
31579,2,3,1.27,0,1675836,2,0,0.0
31580,2,2,1.02,0,1675836,2,0,1.0
31581,5,5,1.68,0,1675836,2,0,1.0
31582,2,2,1.08,0,1675836,2,0,1.0
31583,0,0,1.2,0,1675836,2,0,1.0
31584,2,2,1.63,0,1675836,2,0,1.0
31585,2,5,2.03,0,1675836,2,0,0.0
31586,1,0,1.18,0,1675836,2,0,0.0
31587,2,0,3.3,0,1675836,2,0,0.0
31588,1,1,1.25,0,1675836,2,0,1.0
31730,2,2,1.84,0,1699914,1,1,1.0
31731,2,2,1.23,0,1699914,1,1,1.0
31732,2,1,2.12,0,1699914,1,1,0.0
31733,0,5,1.67,0,1699914,1,1,0.0
31734,3,2,1.84,0,1699914,1,1,0.0
31735,3,5,1.12,0,1699914,1,1,0.0
31736,3,3,6.49,0,1699914,1,1,1.0
31737,0,0,1.25,0,1699914,1,1,1.0
31738,5,2,3.17,0,1699914,1,1,0.0
31739,0,0,1.0,0,1699914,1,1,1.0
31740,0,0,2.26,0,1699914,1,1,1.0
31741,2,1,1.61,0,1699914,1,1,0.0
31742,2,3,0.9,0,1699914,1,1,0.0
31743,5,5,1.26,0,1699914,1,1,1.0
31744,3,3,1.16,0,1699914,1,1,1.0
31745,2,2,2.44,0,1699914,1,1,1.0
31746,5,5,2.19,0,1699914,1,1,1.0
31747,2,2,2.15,0,1699914,1,1,1.0
31748,3,0,1.48,0,1699914,1,1,0.0
31749,2,2,1.81,0,1699914,1,1,1.0
31750,1,0,3.49,0,1699914,1,1,0.0
31751,2,2,2.4,0,1699914,1,1,1.0
31752,3,3,1.02,0,1699914,1,1,1.0
31753,5,5,1.92,0,1699914,1,1,1.0
31754,3,3,1.2,0,1699914,1,1,1.0
31755,3,3,1.51,0,1699914,1,1,1.0
31756,2,2,1.05,0,1699914,1,1,1.0
